"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.793664875E0,6.772821119E-1,4.797003096E-1,-1.036010839E0
3.803634875E0,6.725810967E-1,5.681797922E-1,-9.673282743E-1
3.813605875E0,6.572610994E-1,6.206743401E-1,-7.801518846E-1
3.823575875E0,7.328163350E-1,6.696248907E-1,-6.236225063E-1
3.833545875E0,9.355031951E-1,7.846817225E-1,-4.284465408E-1
3.843515875E0,1.054587151E0,9.086105347E-1,-2.436821276E-1
3.853486875E0,1.141508789E0,1.054618433E0,-8.894433618E-2
3.863456875E0,1.164870315E0,1.194526516E0,1.242533326E-2
3.873426875E0,1.116302904E0,1.270697610E0,7.741187274E-2
3.883396875E0,1.080310660E0,1.346010917E0,1.019725174E-1
3.893367875E0,1.099488212E0,1.449252280E0,7.451516211E-2
3.903337875E0,1.078783660E0,1.482514166E0,4.912713647E-2
3.913307875E0,1.085875309E0,1.470660691E0,8.758251965E-2
3.923277875E0,1.123816430E0,1.393024870E0,1.353197730E-1
3.933248875E0,1.198373692E0,1.319659855E0,1.746756274E-1
3.943218875E0,1.315265234E0,1.250199611E0,2.192132843E-1
3.953188875E0,1.332707916E0,1.121629863E0,3.288649499E-1
3.963158875E0,1.272519895E0,9.780427122E-1,4.238167155E-1
3.973129875E0,1.185422255E0,8.983252823E-1,6.223770493E-1
3.983099875E0,1.159955000E0,8.485438424E-1,7.940776134E-1
3.993069875E0,1.111284092E0,8.248053163E-1,9.121866918E-1
4.003039875E0,1.006344844E0,7.505486012E-1,9.417613238E-1
4.013009875E0,9.019737987E-1,6.550431043E-1,9.261510122E-1
4.022980875E0,8.374241924E-1,6.024912536E-1,8.493326318E-1
4.032950875E0,7.980255072E-1,4.899873161E-1,5.450300807E-1
4.042920875E0,7.223026027E-1,3.357839602E-1,1.912559921E-1
4.052890875E0,5.652987228E-1,2.151927388E-1,-5.468082190E-2
4.062861875E0,3.834704889E-1,1.229306924E-1,-1.657709026E-1
4.072831875E0,2.433712019E-1,-1.729606390E-3,-2.125416112E-1
4.082801875E0,1.764780316E-1,-1.840884751E-1,-1.892427957E-1
4.092771875E0,1.856958747E-1,-3.216553330E-1,-9.843378246E-2
4.102742875E0,1.475865005E-1,-4.729321575E-1,-5.055911958E-2
4.112712917E0,3.782052174E-2,-6.289627683E-1,-2.446942806E-2
4.122682917E0,-1.190311843E-1,-7.157465583E-1,-4.894528806E-2
4.132652917E0,-2.977684338E-1,-7.546159244E-1,-1.087687361E-1
4.142623917E0,-4.218264695E-1,-7.983414030E-1,-8.916419148E-2
4.152593917E0,-5.180134593E-1,-9.321835846E-1,4.333839297E-2
4.162563917E0,-5.817312992E-1,-1.087492064E0,1.927242279E-1
4.172533917E0,-5.497549233E-1,-1.224191780E0,1.979364359E-1
4.182504917E0,-5.752543384E-1,-1.335317529E0,5.072518051E-2
4.192474917E0,-6.394947731E-1,-1.388447084E0,-1.807070303E-1
4.202444917E0,-7.053978637E-1,-1.407997835E0,-4.216678637E-1
4.212414917E0,-8.077745698E-1,-1.387669405E0,-5.604556203E-1
4.222385917E0,-8.817666985E-1,-1.321876534E0,-6.343579942E-1
4.232355917E0,-8.974290504E-1,-1.280574726E0,-6.731677186E-1
4.242325917E0,-8.433974156E-1,-1.261440883E0,-7.056536794E-1
4.252295917E0,-7.858480959E-1,-1.280132092E0,-6.750598776E-1
4.262266917E0,-8.003161539E-1,-1.296782039E0,-5.695071101E-1
4.272236917E0,-9.010876532E-1,-1.303974114E0,-4.183179939E-1
4.282206917E0,-9.293522166E-1,-1.263310822E0,-2.523342526E-1
4.292176917E0,-9.210722668E-1,-1.193979217E0,-2.547830665E-1
4.302146917E0,-9.000550349E-1,-1.152861596E0,-3.179066831E-1
4.312117917E0,-8.535492052E-1,-1.011012238E0,-3.276189083E-1
4.322087917E0,-7.888110262E-1,-8.269886667E-1,-2.709272289E-1
4.332057917E0,-7.178135490E-1,-6.662452000E-1,-2.294441575E-1
4.342027917E0,-6.477432941E-1,-5.280480123E-1,-2.426290441E-1
4.351998917E0,-6.834786987E-1,-3.849789244E-1,-2.987266463E-1
4.361968917E0,-7.927694450E-1,-2.619143307E-1,-3.827780324E-1
4.371938917E0,-9.283274920E-1,-2.061125976E-1,-4.441217566E-1
4.381908917E0,-1.081264926E0,-1.640524060E-1,-5.110267675E-1
4.391879917E0,-1.215187507E0,-9.384254873E-2,-5.157238358E-1
4.401849917E0,-1.358509779E0,-4.219116926E-2,-4.342890787E-1
4.411819917E0,-1.514538343E0,2.249891639E-2,-2.998773783E-1
4.421789917E0,-1.615686257E0,1.338883746E-1,-1.145048547E-1
4.431760917E0,-1.619197364E0,2.648905635E-1,1.108573616E-1
4.441730917E0,-1.544450798E0,4.432195312E-1,3.156549203E-1
4.451700917E0,-1.392590860E0,6.553202623E-1,4.693869907E-1
4.461670917E0,-1.248279385E0,7.848957306E-1,5.911388844E-1
4.471640917E0,-1.100917271E0,7.683042562E-1,7.115488422E-1
4.481611917E0,-9.351368670E-1,7.142759836E-1,8.357670915E-1
4.491581917E0,-7.343582457E-1,6.160813522E-1,8.457284081E-1
4.501551917E0,-5.862418413E-1,5.234567785E-1,7.009583652E-1
4.511521917E0,-5.195449913E-1,4.055196083E-1,4.557501143E-1
4.521492917E0,-4.951714575E-1,3.251016819E-1,1.296766251E-1
4.531462917E0,-4.665795963E-1,2.654951656E-1,-1.672748065E-1
4.541432917E0,-3.968098882E-1,1.893942386E-1,-4.221099132E-1
4.551402917E0,-3.204398431E-1,1.295450628E-1,-6.066240656E-1
4.561373917E0,-2.932675396E-1,1.278768522E-1,-6.895323211E-1
4.571343917E0,-3.595205860E-1,1.565270394E-1,-7.046023500E-1
4.581313917E0,-4.315300700E-1,1.855374151E-1,-6.360092479E-1
4.591283917E0,-4.725786933E-1,2.385968041E-1,-6.021193707E-1
4.601253917E0,-5.109294114E-1,2.830350584E-1,-6.393228650E-1
4.611224917E0,-5.216128591E-1,3.593008769E-1,-6.950760663E-1
4.621194917E0,-5.279654203E-1,4.466091621E-1,-7.833134741E-1
4.631164917E0,-5.928465638E-1,4.789126897E-1,-8.480339652E-1
4.641134917E0,-6.069601344E-1,5.365188736E-1,-8.693833190E-1
4.651105917E0,-6.000669980E-1,6.094693208E-1,-7.865668648E-1
4.661075917E0,-5.617285591E-1,6.349280977E-1,-6.573241031E-1
4.671045917E0,-5.336233324E-1,5.670927948E-1,-4.984207553E-1
4.681015917E0,-4.645858419E-1,5.001222950E-1,-3.986216480E-1
4.690986917E0,-4.764565668E-1,4.850569439E-1,-3.519135046E-1
4.700956917E0,-5.161125295E-1,4.644946253E-1,-2.971894133E-1
4.710926917E0,-5.099036635E-1,4.406771618E-1,-2.091876483E-1
4.720896917E0,-4.491122089E-1,4.819017863E-1,-1.457114446E-1
4.730867917E0,-4.020482625E-1,5.639475775E-1,-1.224254930E-1
4.740837917E0,-4.111564703E-1,6.469406176E-1,-9.052249968E-2
4.750807917E0,-3.458666796E-1,7.527243501E-1,-8.949865222E-2
4.760777917E0,-2.648135995E-1,8.913659263E-1,-7.530745983E-2
4.770747917E0,-2.393861052E-1,9.995867783E-1,-7.875263929E-2
4.780718917E0,-2.480361106E-1,1.138453472E0,-2.012787044E-2
4.790688917E0,-2.765168016E-1,1.266641981E0,-1.346847653E-2
4.800658917E0,-2.967993309E-1,1.461940153E0,8.331112862E-3
4.810628917E0,-3.010795659E-1,1.609892251E0,1.423826247E-1
4.820599917E0,-4.225772519E-1,1.724388335E0,2.784473330E-1
4.830569917E0,-6.558504586E-1,1.857909504E0,3.525672233E-1
4.840539917E0,-8.398844815E-1,1.962689270E0,3.451681566E-1
4.850509917E0,-8.599494213E-1,1.924501689E0,3.929153502E-1
4.860479917E0,-7.860416387E-1,1.666602057E0,5.625845915E-1
4.870450917E0,-6.364429651E-1,1.416082195E0,7.715085304E-1
4.880420917E0,-6.123125294E-1,1.187322162E0,1.076973508E0
4.890390917E0,-5.575073080E-1,8.875196278E-1,1.390494195E0
4.900360917E0,-3.644569516E-1,5.649176306E-1,1.602549317E0
4.910331917E0,-3.941944286E-2,3.236141503E-1,1.702988110E0
4.920301917E0,2.175164223E-1,9.965000331E-2,1.600726740E0
4.930271917E0,3.843088335E-1,-1.408711195E-1,1.376487190E0
4.940241917E0,5.192038793E-1,-3.271680880E-1,1.124191529E0
4.950212917E0,6.795585061E-1,-4.877992880E-1,7.469011080E-1
4.960182917E0,8.357357358E-1,-6.157977623E-1,3.973475397E-1
4.970152917E0,9.576260624E-1,-6.987060177E-1,1.280522686E-1
4.980122917E0,1.062642567E0,-7.740023679E-1,-4.143161595E-2
4.990092917E0,1.110519350E0,-8.492063320E-1,-1.408038765E-1
5.000063917E0,1.090446516E0,-9.529604959E-1,-1.623035038E-1
5.010033917E0,1.097659349E0,-1.120162212E0,-8.622947395E-2
5.020003917E0,1.080418980E0,-1.312716286E0,6.347561896E-2
5.029973917E0,1.155602186E0,-1.449977335E0,1.639307839E-1
5.039944917E0,1.269740859E0,-1.469824539E0,1.841855389E-1
5.049914917E0,1.257765761E0,-1.437947858E0,1.265021718E-1
5.059884917E0,1.209298337E0,-1.412000839E0,4.963701367E-3
5.069854917E0,1.192034360E0,-1.404131656E0,-6.430066109E-2
5.079825917E0,1.195742445E0,-1.396345503E0,-9.010559320E-2
5.089795917E0,1.295635692E0,-1.387483463E0,-1.444876224E-1
5.099765917E0,1.457234314E0,-1.347953947E0,-2.418268061E-1
5.109735917E0,1.545329781E0,-1.292557425E0,-4.114492697E-1
5.119706250E0,1.559371138E0,-1.182430381E0,-5.904565144E-1
5.129677250E0,1.454143037E0,-1.059136577E0,-6.110036302E-1
5.139647250E0,1.282809532E0,-9.601151490E-1,-4.930296224E-1
5.149617250E0,1.057926422E0,-9.499135119E-1,-3.516275758E-1
5.159587250E0,8.502317874E-1,-9.789028376E-1,-1.836166048E-1
5.169558250E0,7.182283359E-1,-9.674592519E-1,-7.985308528E-2
5.179528250E0,6.059566791E-1,-1.015921560E0,-1.318313241E-2
5.189498250E0,4.909468442E-1,-1.092801336E0,8.292755127E-2
5.199468250E0,4.479578224E-1,-1.054677490E0,2.452123439E-1
5.209438250E0,3.917289501E-1,-9.190641868E-1,4.441656107E-1
5.219409250E0,2.412967560E-1,-7.275152493E-1,5.815143675E-1
5.229379250E0,9.811415903E-2,-5.373725671E-1,6.298708409E-1
5.239349250E0,4.484836332E-2,-3.484794348E-1,5.640458107E-1
5.249319250E0,7.223379783E-2,-1.329270923E-1,3.766045421E-1
5.259290250E0,1.037245625E-1,9.530435264E-2,7.225755215E-2
5.269260250E0,1.052913239E-1,2.492235339E-1,-2.049431545E-1
5.279230250E0,1.938615113E-2,3.561030346E-1,-4.047588855E-1
5.289200250E0,-4.228370145E-2,3.557978100E-1,-5.191374403E-1
5.299170250E0,4.160155065E-2,3.491957188E-1,-4.893125474E-1
5.309141250E0,2.052934758E-1,3.222371310E-1,-3.591523576E-1
5.319111250E0,2.275325565E-1,2.413695538E-1,-1.854140389E-1
5.329081250E0,2.053585991E-1,1.405319810E-1,-1.018468022E-2
5.339051250E0,2.476336759E-1,7.286858618E-2,1.289562482E-1
5.349022250E0,2.401901704E-1,7.110272706E-2,1.886756158E-1
5.358992250E0,1.843926765E-1,8.144879043E-2,1.677016532E-1
5.368962250E0,1.503285523E-1,6.563733459E-2,1.420639515E-2
5.378932250E0,1.954339738E-1,2.309533238E-2,-1.779015362E-1
5.388902250E0,2.291056768E-1,5.644083381E-2,-2.908077621E-1
5.398873250E0,1.698821530E-1,1.291053522E-1,-3.160981393E-1
5.408843250E0,8.034454376E-2,1.712129062E-1,-4.349024516E-1
5.418813250E0,4.075677417E-2,1.822144425E-1,-6.007838666E-1
5.428783250E0,-3.582515940E-3,1.534946734E-1,-6.910853416E-1
5.438754250E0,-3.138456456E-2,1.288124067E-1,-6.403496361E-1
5.448724250E0,9.979662225E-3,1.658182651E-1,-5.107092637E-1
5.458694250E0,-9.536297098E-3,2.484522861E-1,-3.708222306E-1
5.468664250E0,-1.881232001E-2,3.678986228E-1,-3.161478406E-1
5.478634250E0,-2.119995743E-2,4.901440215E-1,-2.710780871E-1
5.488605250E0,-7.152752727E-3,5.294864273E-1,-3.058386147E-1
5.498575250E0,8.224401176E-3,5.548054558E-1,-4.294651258E-1
5.508545250E0,7.195042714E-2,5.934479499E-1,-5.466252011E-1
5.518515250E0,1.262434325E-1,6.381540066E-1,-5.889058328E-1
5.528486250E0,1.695550744E-1,7.139690048E-1,-6.162304562E-1
5.538456250E0,2.380202687E-1,7.754934078E-1,-6.325880420E-1
5.548426250E0,3.648890609E-1,7.594433856E-1,-5.984555054E-1
5.558396250E0,4.989531443E-1,7.915481079E-1,-5.162799060E-1
5.568366250E0,5.737574512E-1,8.258005124E-1,-4.416700190E-1
5.578337250E0,6.229239102E-1,8.173103553E-1,-3.215968609E-1
5.588307250E0,7.239598498E-1,9.043221867E-1,-2.450609010E-1
5.598277250E0,8.163369401E-1,9.994680798E-1,-2.811686271E-1
5.608247250E0,8.802230336E-1,1.008449403E0,-3.196468145E-1
5.618218250E0,9.015824738E-1,1.010169654E0,-2.963152546E-1
5.628188250E0,8.388017964E-1,1.032590218E0,-2.543451101E-1
5.638158250E0,7.631679158E-1,1.049795650E0,-2.644485140E-1
5.648128250E0,7.989996533E-1,1.137636616E0,-2.146267283E-1
5.658098250E0,8.245804909E-1,1.343041701E0,-1.745487428E-1
5.668069250E0,7.906162079E-1,1.471472869E0,-1.858467329E-1
5.678039250E0,7.718856758E-1,1.525225153E0,-1.621620011E-1
5.688009250E0,8.435528053E-1,1.554507424E0,-8.706621051E-2
5.697979250E0,9.241408856E-1,1.602101421E0,-1.218442798E-2
5.707950250E0,9.652399412E-1,1.605513856E0,4.172105312E-2
5.717920250E0,9.702647460E-1,1.579064561E0,1.586232662E-1
5.727890250E0,9.884786765E-1,1.587261772E0,3.628846353E-1
5.737860250E0,9.599812478E-1,1.602984350E0,6.038589174E-1
5.747830250E0,9.889600486E-1,1.557011787E0,7.940682578E-1
5.757801250E0,1.031836219E0,1.569850518E0,8.887393570E-1
5.767771250E0,9.709134945E-1,1.555330712E0,8.884563518E-1
5.777741250E0,8.636283432E-1,1.404438050E0,8.230365336E-1
5.787711250E0,7.674385759E-1,1.272062935E0,7.736930501E-1
5.797682250E0,6.320499520E-1,1.114441881E0,6.894750184E-1
5.807652250E0,4.533583108E-1,9.578207016E-1,5.785410583E-1
5.817622250E0,2.523741598E-1,8.063743079E-1,4.221490896E-1
5.827592250E0,-3.440867141E-2,6.509839672E-1,3.622461194E-1
5.837562250E0,-3.169443776E-1,4.485457599E-1,3.810630441E-1
5.847533250E0,-4.456448101E-1,1.756316471E-1,3.767296726E-1
5.857503250E0,-5.088165200E-1,-1.229201674E-1,4.719679517E-1
5.867473250E0,-6.058165652E-1,-4.361578488E-1,5.489406985E-1
5.877443250E0,-7.463700347E-1,-7.300277978E-1,3.959939092E-1
5.887414250E0,-7.842592612E-1,-9.975373292E-1,1.121034032E-1
5.897384250E0,-5.110657977E-1,-1.241976671E0,-2.617003226E-1
5.907354250E0,3.213077161E-1,-1.694980933E0,-6.301778197E-1
5.917324250E0,2.561995545E-1,-1.964658027E0,-6.288738906E-1
5.927294250E0,-1.970764567E-1,-2.018903816E0,-2.732631916E-1
5.937265250E0,-4.663631031E-1,-1.945251119E0,8.823565364E-2
5.947235250E0,-6.439947903E-1,-1.884987375E0,4.510115308E-1
5.957205250E0,-8.248064858E-1,-1.925060683E0,7.986401957E-1
5.967175250E0,-8.782833660E-1,-1.892881116E0,7.759360421E-1
5.977145250E0,-8.092449984E-1,-1.830549797E0,2.510332471E-1
5.987116250E0,-7.472013626E-1,-1.721163595E0,-3.896549428E-1
5.997086250E0,-8.407079887E-1,-1.549760070E0,-8.823694003E-1
6.007056250E0,-7.828576836E-1,-1.361368044E0,-1.238708662E0
6.017026250E0,-5.647863606E-1,-1.229481756E0,-1.438315648E0
6.026997250E0,-2.316272154E-1,-1.209135200E0,-1.315092010E0
6.036967250E0,-6.627526581E-3,-1.159910415E0,-9.101261330E-1
6.046937250E0,-2.920771927E-2,-1.131002950E0,-5.391740942E-1
6.056907250E0,-2.710468045E-1,-1.087808399E0,-2.950926018E-1
6.066877250E0,-5.720874864E-1,-1.049422597E0,-4.863713980E-2
6.076848250E0,-7.618325579E-1,-1.012639518E0,2.805996931E-1
6.086818250E0,-6.486243233E-1,-9.737385768E-1,5.314955306E-1
6.096788250E0,-2.891942230E-1,-8.241515976E-1,7.024266011E-1
6.106758250E0,9.970087409E-2,-6.598559475E-1,6.898170805E-1
6.116728542E0,3.467238083E-1,-4.869298071E-1,4.937190092E-1
6.126698542E0,4.302384201E-1,-3.088838446E-1,1.112853777E-1
6.136668542E0,4.166711256E-1,-1.978890735E-1,-2.838957685E-1
6.146638542E0,4.195429856E-1,-9.262574315E-2,-5.195052302E-1
6.156608542E0,4.810320130E-1,9.021669030E-3,-6.040115297E-1
6.166579542E0,3.318110695E-1,7.181959569E-2,-5.654029495E-1
6.176549542E0,6.141622961E-2,1.081173563E-1,-4.872514039E-1
6.186519542E0,-1.808956030E-1,1.855134416E-1,-4.665177619E-1
6.196489542E0,-2.184940767E-1,2.615886408E-1,-5.704672229E-1
6.206459542E0,3.286281377E-2,2.363608289E-1,-7.236677814E-1
6.216430542E0,2.537326142E-1,2.343838853E-1,-8.866489774E-1
6.226400542E0,4.131826767E-1,2.180613828E-1,-9.905329496E-1
6.236370542E0,4.758984500E-1,2.730497682E-1,-1.007782820E0
6.246340542E0,4.918359134E-1,2.090783054E-1,-8.667064637E-1
6.256311542E0,4.979304662E-1,1.248994499E-1,-5.767564881E-1
6.266281542E0,4.451292318E-1,6.572094977E-2,-2.541521519E-1
6.276251542E0,3.320847192E-1,-1.136698723E-2,-1.742938042E-2
6.286221542E0,2.277703920E-1,-2.284273267E-2,5.070237637E-2
6.296191542E0,1.919632128E-1,2.633293569E-2,-1.051107180E-1
6.306162542E0,2.630223781E-1,1.234633738E-1,-5.200946295E-1
6.316132542E0,4.115612438E-1,2.335611820E-1,-9.928186262E-1
6.326102542E0,5.650410068E-1,3.955343181E-1,-1.306459765E0
6.336072542E0,6.518136871E-1,5.361972767E-1,-1.457367046E0
6.346042542E0,6.593358377E-1,6.265034294E-1,-1.406350089E0
6.356013542E0,5.796798036E-1,6.992445463E-1,-1.311605315E0
6.365983542E0,3.841214302E-1,7.784193546E-1,-1.185353404E0
6.375953542E0,1.996254042E-1,8.606165886E-1,-1.056319388E0
6.385923542E0,9.885829031E-2,9.470244026E-1,-9.522447968E-1
6.395893542E0,6.684069157E-2,1.065398945E0,-7.393570304E-1
6.405864542E0,8.620550036E-2,1.187871800E0,-4.792097282E-1
6.415834542E0,1.214218184E-1,1.362211797E0,-3.800555688E-1
6.425804542E0,8.964220136E-2,1.381041586E0,-2.724463356E-1
6.435774542E0,6.059001803E-2,1.411113816E0,-1.926634169E-1
6.445745542E0,2.108973742E-2,1.469329280E0,-1.015333915E-1
6.455715542E0,-5.222703785E-2,1.445973746E0,1.052300012E-1
6.465685542E0,-2.220117617E-1,1.384857479E0,3.640534937E-1
6.475655542E0,-3.266052935E-1,1.373746015E0,4.210252547E-1
6.485625542E0,-3.464855343E-1,1.353633932E0,3.059070271E-1
6.495596542E0,-4.021369940E-1,1.334856768E0,2.647853136E-1
6.505566542E0,-4.319548702E-1,1.400611047E0,3.745311195E-1
6.515536542E0,-4.360359344E-1,1.503386387E0,5.349290156E-1
6.525506542E0,-4.370287916E-1,1.601010915E0,6.487772280E-1
6.535476542E0,-4.042914006E-1,1.614686968E0,6.739886677E-1
6.545447542E0,-3.589798647E-1,1.570907695E0,6.908625627E-1
6.555417542E0,-3.157037446E-1,1.464058599E0,7.119862139E-1
6.565387542E0,-3.158256590E-1,1.428215752E0,8.232522959E-1
6.575357542E0,-4.594946712E-1,1.362924573E0,7.934344196E-1
6.585327542E0,-6.434053910E-1,1.205348543E0,8.419405818E-1
6.595298542E0,-7.367637902E-1,1.004235899E0,1.097589036E0
6.605268542E0,-6.902149835E-1,7.222205955E-1,1.455175509E0
6.615238542E0,-6.004429740E-1,4.824748135E-1,1.772089335E0
6.625208542E0,-5.224706456E-1,2.673358691E-1,2.005744658E0
6.635179542E0,-3.861998230E-1,1.075992930E-1,2.209350554E0
6.645149542E0,-2.669543383E-1,-6.822004974E-2,2.264265264E0
6.655119542E0,-7.577289820E-2,-1.448203290E-1,2.159703015E0
6.665089542E0,1.436517629E-1,-2.237244111E-1,1.874061853E0
6.675059542E0,3.660693213E-1,-3.136376309E-1,1.529886553E0
6.685030542E0,5.424473655E-1,-4.845388806E-1,1.309805542E0
6.695000542E0,7.064822298E-1,-7.707115549E-1,1.091189843E0
6.704970542E0,9.709532556E-1,-1.047776021E0,7.565151000E-1
6.714940542E0,1.116532261E0,-1.300419592E0,3.154075831E-1
6.724910542E0,1.194052892E0,-1.499639491E0,-1.157222450E-1
6.734881542E0,1.262026774E0,-1.688312768E0,-3.557972252E-1
6.744851542E0,1.332482506E0,-1.810043027E0,-5.168997109E-1
6.754821542E0,1.410922904E0,-1.878499305E0,-7.149688786E-1
6.764791542E0,1.527870726E0,-1.923552686E0,-9.053039342E-1
6.774761542E0,1.592640918E0,-1.879267044E0,-1.027125410E0
6.784732542E0,1.586358962E0,-1.733818139E0,-1.055353428E0
6.794702542E0,1.419224196E0,-1.629793249E0,-1.054055931E0
6.804672542E0,1.234317696E0,-1.605564727E0,-1.055410731E0
6.814642542E0,1.071770363E0,-1.587016189E0,-1.087792026E0
6.824612542E0,8.507114053E-1,-1.564675148E0,-1.142911389E0
6.834583542E0,5.806136039E-1,-1.479639675E0,-1.242815162E0
6.844553542E0,3.055746129E-1,-1.340498162E0,-1.329052822E0
6.854523542E0,9.619605303E-2,-1.111649251E0,-1.287644595E0
6.864493542E0,-9.398639023E-2,-9.175251997E-1,-1.178619751E0
6.874463542E0,-2.369288859E-1,-7.348271924E-1,-1.059584473E0
6.884434542E0,-3.428997293E-1,-5.392629719E-1,-9.677995598E-1
6.894404542E0,-3.544202060E-1,-3.260962933E-1,-8.709626520E-1
6.904374542E0,-3.007059288E-1,-1.413593620E-1,-8.094002420E-1
6.914344542E0,-1.949622497E-1,6.364694238E-3,-8.674110532E-1
6.924314542E0,-8.771875978E-2,1.263951677E-1,-9.810347325E-1
6.934285542E0,3.099609017E-2,1.937562615E-1,-1.033497121E0
6.944255542E0,1.274605304E-1,2.687889022E-1,-1.096143020E0
6.954225542E0,2.688350952E-1,3.031512344E-1,-1.135178447E0
6.964195542E0,3.772983143E-1,3.531648088E-1,-1.112830389E0
6.974165542E0,4.271385187E-1,3.891485739E-1,-1.092760406E0
6.984136542E0,4.870034820E-1,4.283863145E-1,-1.050274537E0
6.994106542E0,5.317852601E-1,4.586608583E-1,-9.876818472E-1
7.004076542E0,5.076473692E-1,4.712481594E-1,-9.382407153E-1
7.014046542E0,3.538749531E-1,5.267557776E-1,-9.715558112E-1
7.024016542E0,2.218869236E-1,7.286770910E-1,-1.014852104E0
7.033987542E0,9.199190497E-2,8.907449520E-1,-9.934267366E-1
7.043957542E0,2.604086727E-2,1.087445871E0,-8.383831358E-1
7.053927542E0,1.952706903E-2,1.412534689E0,-6.556991619E-1
7.063897542E0,7.335712105E-2,1.591378797E0,-2.466741478E-1
7.073867542E0,1.519422376E-1,1.649035851E0,2.932027817E-1
7.083838542E0,1.731702617E-1,1.759051214E0,4.546408975E-1
7.093808542E0,1.203055850E-1,1.789500589E0,3.777225298E-1
7.103778542E0,9.410713524E-2,1.788566204E0,3.459516835E-1
7.113748542E0,4.232828647E-2,1.731472237E0,3.532384837E-1
7.123719375E0,-1.765517065E-1,1.711717418E0,3.800690174E-1
7.133689375E0,-4.645598218E-1,1.695962096E0,5.446406561E-1
7.143659375E0,-6.326061684E-1,1.783838730E0,9.017903423E-1
7.153629375E0,-5.894847071E-1,1.999403352E0,1.318357680E0
7.163599375E0,-4.300767446E-1,2.137839106E0,1.545140769E0
7.173569375E0,-1.595406944E-1,2.261593671E0,1.537707204E0
7.183540375E0,6.232430220E-2,2.370823753E0,1.352936944E0
7.193510375E0,1.071092963E-2,2.439879954E0,1.128107409E0
7.203480375E0,-1.913974947E-1,2.318602270E0,1.020188858E0
7.213450375E0,-2.176485693E-1,2.165520995E0,1.090791063E0
7.223421375E0,1.836382395E-1,2.387531002E0,1.410509214E0
7.233391375E0,2.648718524E-1,2.159718218E0,1.774876703E0
7.243361375E0,2.359307662E-1,1.994119223E0,2.256508933E0
7.253331375E0,-8.956238687E-2,1.716837825E0,2.563208258E0
7.263301375E0,-6.008046243E-1,1.159573030E0,2.879432112E0
7.273271375E0,-1.024651161E0,6.182664567E-1,3.174817075E0
7.283242375E0,-1.416959570E0,9.056284547E-2,3.167028583E0
7.293212375E0,-1.617108300E0,-2.961123562E-1,2.805510442E0
7.303182375E0,-1.541522805E0,-5.775768524E-1,2.197716933E0
7.313152375E0,-1.342986737E0,-7.487593532E-1,1.408387259E0
7.323122375E0,-1.057604314E0,-9.656366748E-1,7.951803982E-1
7.333093375E0,-8.939334387E-1,-1.219625689E0,4.311017615E-1
7.343063375E0,-8.105483428E-1,-1.438750681E0,1.951239252E-1
7.353033375E0,-7.659773567E-1,-1.527319041E0,-9.783502758E-2
7.363003375E0,-7.345857024E-1,-1.522184016E0,-4.081871080E-1
7.372973375E0,-6.692044759E-1,-1.530988169E0,-5.470573103E-1
7.382944375E0,-5.788240635E-1,-1.617015329E0,-4.930237752E-1
7.392914375E0,-4.948981002E-1,-1.758070636E0,-4.298200518E-1
7.402884375E0,-4.476499665E-1,-1.836268374E0,-3.698305428E-1
7.412854375E0,-3.197988421E-1,-1.971573529E0,-2.138221514E-1
7.422824375E0,2.528599173E-2,-2.117824672E0,-2.954504514E-1
7.432795375E0,3.218553078E-1,-2.228607189E0,-8.094224614E-1
7.442765375E0,3.523973617E-1,-2.249505138E0,-1.419009311E0
7.452735375E0,4.286409608E-1,-2.221790505E0,-1.744663555E0
7.462705375E0,5.280576602E-1,-2.276750824E0,-1.758458891E0
